season,week,game_id,kickoff,kickoff_mt,team,team_side,player_rank,player_id,player_name,jersey_number,games_sampled,projected_sacks,projected_qb_hits,projected_tfl,projected_blocked_punts,projected_loss_yards,penalties_per_game,penalty_count,penalty_yards
2026,2,2026_02_MIA_SF,2026-09-21 02:00:00+00:00,2026-09-20 20:00 MDT,SF,home,2,00-0040711,C.West,99.0,2,0.5,0.5,1.0,0.0,8.5,0.0,0,0.0
2026,2,2026_02_MIA_SF,2026-09-21 02:00:00+00:00,2026-09-20 20:00 MDT,SF,home,3,00-0039148,K.White,56.0,5,0.3,1.2,0.4,0.0,4.9,0.0,0,0.0
2026,2,2026_02_MIA_SF,2026-09-21 02:00:00+00:00,2026-09-20 20:00 MDT,SF,home,4,00-0039435,T.Bethune,48.0,4,0.25,0.25,1.0,0.0,6.75,1.25,5,60.0
2026,2,2026_02_MIA_SF,2026-09-21 02:00:00+00:00,2026-09-20 20:00 MDT,SF,home,5,00-0034815,F.Warner,54.0,46,0.22,0.65,0.83,0.0,4.2,1.062,17,184.0
2026,2,2026_02_MIA_SF,2026-09-21 02:00:00+00:00,2026-09-20 20:00 MDT,SF,home,6,00-0040152,U.Stout,20.0,5,0.2,0.4,0.8,0.0,3.6,1.0,7,37.0
2026,2,2026_02_MIA_SF,2026-09-21 02:00:00+00:00,2026-09-20 20:00 MDT,SF,home,7,00-0036563,D.Lenoir,2.0,14,0.07,0.14,1.0,0.0,3.0,1.238,26,271.0
2026,2,2026_02_MIA_SF,2026-09-21 02:00:00+00:00,2026-09-20 20:00 MDT,SF,home,8,00-0039360,M.Mustapha,6.0,6,0.0,0.17,0.83,0.0,1.67,0.0,0,0.0
2026,2,2026_02_MIA_SF,2026-09-21 02:00:00+00:00,2026-09-20 20:00 MDT,SF,home,9,00-0038554,J.Brown,27.0,4,0.0,0.0,1.25,0.0,1.5,1.0,1,5.0
2026,2,2026_02_MIA_SF,2026-09-21 02:00:00+00:00,2026-09-20 20:00 MDT,SF,home,10,00-0040185,M.Sigle,36.0,1,0.0,0.0,1.0,0.0,1.0,1.0,2,10.0
2026,2,2026_02_MIA_SF,2026-09-21 02:00:00+00:00,2026-09-20 20:00 MDT,MIA,away,1,00-0039911,C.Robinson,44.0,15,0.67,1.4,0.8,0.0,7.5,1.0,5,34.0
2026,2,2026_02_MIA_SF,2026-09-21 02:00:00+00:00,2026-09-20 20:00 MDT,MIA,away,2,00-0036362,W.Gay,40.0,3,0.67,0.67,1.0,0.0,6.33,0.0,0,0.0
2026,2,2026_02_MIA_SF,2026-09-21 02:00:00+00:00,2026-09-20 20:00 MDT,MIA,away,3,00-0034285,Z.Sieler,92.0,68,0.52,1.15,0.87,0.0,8.07,1.0,12,88.0
2026,2,2026_02_MIA_SF,2026-09-21 02:00:00+00:00,2026-09-20 20:00 MDT,MIA,away,4,00-0040248,Z.Biggers,93.0,4,0.38,1.0,0.25,0.0,4.12,0.0,0,0.0
2026,2,2026_02_MIA_SF,2026-09-21 02:00:00+00:00,2026-09-20 20:00 MDT,MIA,away,5,00-0036409,J.Brooks,20.0,22,0.3,0.45,1.09,0.0,5.77,1.333,4,28.0
2026,2,2026_02_MIA_SF,2026-09-21 02:00:00+00:00,2026-09-20 20:00 MDT,MIA,away,6,00-0040178,J.Marshall,4.0,2,0.0,0.5,0.5,0.0,0.5,1.0,1,5.0
2026,2,2026_02_MIA_SF,2026-09-21 02:00:00+00:00,2026-09-20 20:00 MDT,MIA,away,7,00-0040175,Jo.Phillips,94.0,2,0.0,0.5,0.5,0.0,0.5,0.0,0,0.0
2026,2,2026_02_IND_KC,2026-09-21 00:00:00+00:00,2026-09-20 18:00 MDT,KC,home,1,00-0032762,C.Jones,95.0,125,0.7,1.76,0.79,0.0,9.14,1.273,56,400.0
2026,2,2026_02_IND_KC,2026-09-21 00:00:00+00:00,2026-09-20 18:00 MDT,KC,home,2,00-0037192,G.Karlaftis,56.0,51,0.6,1.55,0.67,0.0,6.22,1.5,3,28.0
2026,2,2026_02_IND_KC,2026-09-21 00:00:00+00:00,2026-09-20 18:00 MDT,KC,home,3,00-0040670,N.Williams,20.0,2,0.5,0.5,2.0,0.0,13.0,1.5,6,51.0
2026,2,2026_02_IND_KC,2026-09-21 00:00:00+00:00,2026-09-20 18:00 MDT,KC,home,4,00-0035262,D.Tranquill,23.0,24,0.35,0.79,0.88,0.0,4.54,1.0,1,5.0
2026,2,2026_02_IND_KC,2026-09-21 00:00:00+00:00,2026-09-20 18:00 MDT,KC,home,5,00-0038982,C.Conner,27.0,14,0.21,0.64,0.71,0.0,4.36,1.2,6,80.0
2026,2,2026_02_IND_KC,2026-09-21 00:00:00+00:00,2026-09-20 18:00 MDT,KC,home,6,00-0040640,A.Gillotte,97.0,8,0.19,1.0,0.38,0.0,1.0,0.0,0,0.0
2026,2,2026_02_IND_KC,2026-09-21 00:00:00+00:00,2026-09-20 18:00 MDT,KC,home,7,00-0036621,N.Bolton,32.0,44,0.14,0.57,0.95,0.0,3.77,1.25,5,65.0
2026,2,2026_02_IND_KC,2026-09-21 00:00:00+00:00,2026-09-20 18:00 MDT,KC,home,8,00-0039825,J.Hicks,21.0,5,0.1,0.4,0.6,0.0,2.5,1.5,6,57.0
2026,2,2026_02_IND_KC,2026-09-21 00:00:00+00:00,2026-09-20 18:00 MDT,KC,home,9,00-0040118,C.McDonald,44.0,1,0.0,0.0,1.0,0.0,1.0,1.0,1,4.0
2026,2,2026_02_IND_KC,2026-09-21 00:00:00+00:00,2026-09-20 18:00 MDT,IND,away,1,00-0032378,D.Buckner,99.0,68,0.63,1.68,0.87,0.0,9.31,1.0,11,75.0
2026,2,2026_02_IND_KC,2026-09-21 00:00:00+00:00,2026-09-20 18:00 MDT,IND,away,2,00-0039340,L.Latu,97.0,20,0.62,1.6,0.85,0.0,6.75,1.5,3,16.0
2026,2,2026_02_IND_KC,2026-09-21 00:00:00+00:00,2026-09-20 18:00 MDT,IND,away,3,00-0039031,A.Adebawore,95.0,15,0.43,0.8,0.6,0.0,7.73,1.25,5,35.0
2026,2,2026_02_IND_KC,2026-09-21 00:00:00+00:00,2026-09-20 18:00 MDT,IND,away,4,00-0036629,C.Bynum,0.0,3,0.33,0.0,1.0,0.0,11.0,0.0,0,0.0
2026,2,2026_02_IND_KC,2026-09-21 00:00:00+00:00,2026-09-20 18:00 MDT,IND,away,5,00-0039178,A.Ajiake,58.0,2,0.25,1.0,0.0,0.0,0.25,0.0,0,0.0
2026,2,2026_02_IND_KC,2026-09-21 00:00:00+00:00,2026-09-20 18:00 MDT,IND,away,6,00-0033952,G.Stewart,90.0,59,0.22,0.73,0.76,0.0,3.42,1.056,19,102.0
2026,2,2026_02_IND_KC,2026-09-21 00:00:00+00:00,2026-09-20 18:00 MDT,IND,away,7,00-0040744,J.Tuimoloau,91.0,5,0.0,1.2,0.2,0.0,0.8,1.0,2,20.0
2026,2,2026_02_NYG_LA,2026-09-22 00:15:00+00:00,2026-09-21 18:15 MDT,LA,home,1,00-0039061,D.Johnson,94.0,6,0.83,1.5,0.83,0.0,10.67,1.0,1,15.0
2026,2,2026_02_NYG_LA,2026-09-22 00:15:00+00:00,2026-09-21 18:15 MDT,LA,home,2,00-0040580,J.Stewart,10.0,4,0.75,1.5,0.75,0.0,8.0,1.0,3,25.0
2026,2,2026_02_NYG_LA,2026-09-22 00:15:00+00:00,2026-09-21 18:15 MDT,LA,home,3,00-0036349,K.Curl,3.0,4,0.75,0.75,0.75,0.0,6.25,1.0,3,24.0
2026,2,2026_02_NYG_LA,2026-09-22 00:15:00+00:00,2026-09-21 18:15 MDT,LA,home,4,00-0039138,K.Turner,91.0,33,0.73,1.3,0.82,0.0,11.95,1.0,7,51.0
2026,2,2026_02_NYG_LA,2026-09-22 00:15:00+00:00,2026-09-21 18:15 MDT,LA,home,5,00-0039734,B.Fiske,55.0,16,0.72,1.25,0.88,0.0,13.72,1.0,3,25.0
2026,2,2026_02_NYG_LA,2026-09-22 00:15:00+00:00,2026-09-21 18:15 MDT,LA,home,6,00-0039137,B.Young,0.0,39,0.71,1.56,0.82,0.0,7.77,1.2,6,65.0
2026,2,2026_02_NYG_LA,2026-09-22 00:15:00+00:00,2026-09-21 18:15 MDT,LA,home,7,00-0039776,J.McCollough,2.0,3,0.67,1.0,0.67,0.0,14.67,1.0,2,25.0
2026,2,2026_02_NYG_LA,2026-09-22 00:15:00+00:00,2026-09-21 18:15 MDT,LA,home,8,00-0037841,Q.Lake,37.0,8,0.5,0.5,0.62,0.0,6.25,1.0,11,83.0
2026,2,2026_02_NYG_LA,2026-09-22 00:15:00+00:00,2026-09-21 18:15 MDT,LA,home,9,00-0039749,T.Davis,90.0,5,0.3,0.6,0.6,0.0,6.2,1.0,1,6.0
2026,2,2026_02_NYG_LA,2026-09-22 00:15:00+00:00,2026-09-21 18:15 MDT,LA,home,10,00-0034234,P.Ford,97.0,7,0.29,0.71,0.57,0.0,4.86,0.0,0,0.0
2026,2,2026_02_NYG_LA,2026-09-22 00:15:00+00:00,2026-09-21 18:15 MDT,NYG,away,1,00-0035713,B.Burns,0.0,29,0.86,1.69,1.34,0.0,15.52,1.0,3,15.0
2026,2,2026_02_NYG_LA,2026-09-22 00:15:00+00:00,2026-09-21 18:15 MDT,NYG,away,2,00-0040694,D.Alexander,91.0,5,0.7,1.2,0.8,0.0,10.5,0.0,0,0.0
2026,2,2026_02_NYG_LA,2026-09-22 00:15:00+00:00,2026-09-21 18:15 MDT,NYG,away,3,00-0037611,K.Thibodeaux,5.0,38,0.62,1.45,0.82,0.0,9.28,1.2,12,104.0
2026,2,2026_02_NYG_LA,2026-09-22 00:15:00+00:00,2026-09-21 18:15 MDT,NYG,away,4,00-0038399,Z.Barnes,46.0,2,0.5,0.5,1.0,0.0,5.5,1.0,1,10.0
2026,2,2026_02_NYG_LA,2026-09-22 00:15:00+00:00,2026-09-21 18:15 MDT,NYG,away,5,00-0040677,A.Carter,3.0,11,0.36,2.09,0.64,0.0,5.05,1.0,5,24.0
2026,2,2026_02_NYG_LA,2026-09-22 00:15:00+00:00,2026-09-21 18:15 MDT,NYG,away,6,00-0036982,C.Golston,57.0,3,0.33,0.33,1.67,0.0,8.33,1.0,1,10.0
2026,2,2026_02_NYG_LA,2026-09-22 00:15:00+00:00,2026-09-21 18:15 MDT,NYG,away,7,00-0037259,M.McFadden,41.0,22,0.27,0.68,1.18,0.0,4.7,1.0,2,16.0
2026,2,2026_02_NYG_LA,2026-09-22 00:15:00+00:00,2026-09-21 18:15 MDT,NYG,away,8,00-0039821,A.Phillips,22.0,13,0.08,0.08,1.15,0.0,3.23,1.333,12,152.0
2026,2,2026_02_NYG_LA,2026-09-22 00:15:00+00:00,2026-09-21 18:15 MDT,NYG,away,9,00-0039000,D.Banks,2.0,4,0.0,0.0,1.25,0.0,1.75,1.182,13,187.0
2026,2,2026_02_NYG_LA,2026-09-22 00:15:00+00:00,2026-09-21 18:15 MDT,NYG,away,10,00-0039861,T.Nubin,27.0,10,0.0,0.0,1.1,0.0,2.5,1.0,3,42.0
